"K","IncDrugs","EnrichedClusters","Percentage","EnrichedClustersDT","PercentageDT","Pval_ATC","Pval_DT"
106,1309,18,16.98,7,6.6,0.231891832095956,0.331045097872488
106,1309,17,16.04,0,0,0.447833370022794,0.932929491116136
106,1309,12,11.32,11,10.38,0.462219165916039,0.554429480009072
106,1309,21,19.81,13,12.26,0.447833370022794,0.0206471164917169
106,1309,15,14.15,10,9.43,0.878371976964828,0.767062889842357
106,1309,13,12.26,8,7.55,0.920719350260818,0.0587916522493955
106,1309,18,16.98,13,12.26,0.261561319559185,0.456705544882719
106,1309,16,15.09,10,9.43,0.671480996541995,0.249547802720293
106,1309,18,16.98,8,7.55,0.468477695887027,0.731815146037811
106,1309,15,14.15,9,8.49,0.261954808265975,0.688345112333954
106,1309,12,11.32,4,3.77,0.741371183862181,0.712441951393325
106,1309,14,13.21,8,7.55,0.724016905078422,0.433671172187892
106,1309,14,13.21,3,2.83,0.791333315208946,0.779347675811095
106,1309,15,14.15,7,6.6,0.141673021426119,0.43162201169543
106,1309,17,16.04,6,5.66,0.613227070019491,0.615603184986415
106,1309,16,15.09,8,7.55,0.130818771013553,0.857872507688427
106,1309,13,12.26,2,1.89,0.213344941811667,0.921460597666736
106,1309,17,16.04,8,7.55,0.73184030054402,0.997227613421345
106,1309,11,10.38,6,5.66,0.726848144207916,0.141272131951204
106,1309,18,16.98,11,10.38,0.292046946887767,0.713551401909155
106,1309,16,15.09,13,12.26,0.247559827386257,0.711875396971044
106,1309,12,11.32,9,8.49,0.480442285462848,0.234592046690465
106,1309,16,15.09,18,16.98,0.558631317740978,0.0745278775155217
106,1309,17,16.04,10,9.43,0.257583827984812,0.343681637054738
106,1309,12,11.32,6,5.66,0.951466303966082,0.847849457981214
106,1309,16,15.09,13,12.26,0.297085918576641,0.00378364312697033
106,1309,15,14.15,0,0,0.357109398472475,0.78425364727678
106,1309,15,14.15,9,8.49,0.452274340067242,0.700764938862818
106,1309,8,7.55,0,0,0.586753837082264,0.801514820417219
106,1309,16,15.09,10,9.43,0.549124775676506,0.0773859639135369
106,1309,12,11.32,11,10.38,0.624222432192116,0.23880897601245
106,1309,12,11.32,20,18.87,0.556819966481093,0.0008593763930162
106,1309,15,14.15,9,8.49,0.359726452388662,0.131997746453107
106,1309,20,18.87,6,5.66,0.116918251236664,0.0515743450471552
106,1309,14,13.21,7,6.6,0.622962092031287,0.715763045755356
106,1309,17,16.04,0,0,0.636741210669972,0.636900362448725
106,1309,13,12.26,13,12.26,0.935863133714109,0.188512946384177
106,1309,20,18.87,7,6.6,0.536276852563619,0.121365433876831
106,1309,16,15.09,12,11.32,0.0040714358182986,0.20120416216608
106,1309,16,15.09,8,7.55,0.49113257416683,0.407025621658973
106,1309,17,16.04,7,6.6,0.60747382570509,0.967823252282524
106,1309,12,11.32,6,5.66,0.900374238883477,0.630622845385175
106,1309,15,14.15,4,3.77,0.32256671443884,0.804813960922015
106,1309,12,11.32,9,8.49,0.900589110470782,0.0494581720978883
106,1309,11,10.38,6,5.66,0.991466658881488,0.966808300585655
106,1309,19,17.92,14,13.21,0.804973554393041,0.370251960518714
106,1309,15,14.15,2,1.89,0.813432561419415,0.39452706214672
106,1309,13,12.26,5,4.72,0.512217198700727,0.986459055007666
106,1309,13,12.26,12,11.32,0.612801570251974,0.191194909424972
106,1309,14,13.21,8,7.55,0.740347873579235,0.355018536941822
106,1309,11,10.38,8,7.55,0.935727839742569,0.905492864851268
106,1309,13,12.26,5,4.72,0.476886543522531,0.794456981685414
106,1309,11,10.38,0,0,0.985819292752946,0.506225018661408
106,1309,12,11.32,5,4.72,0.180140497809528,0.330078268368208
106,1309,17,16.04,18,16.98,0.0964778587811214,0.0225239321508378
106,1309,16,15.09,5,4.72,0.501172638575128,0.544555286426628
106,1309,19,17.92,12,11.32,0.308681753578328,0.0356160735670585
106,1309,12,11.32,10,9.43,0.977353756942138,0.893906278504832
106,1309,11,10.38,11,10.38,0.969187995914346,0.234806276513712
106,1309,15,14.15,13,12.26,0.966743687194536,0.153670793092234
106,1309,17,16.04,1,0.94,0.275285988576757,0.643568476132207
106,1309,14,13.21,14,13.21,0.840141436522125,0.10292061670306
106,1309,16,15.09,3,2.83,0.547195574025804,0.408736820200549
106,1309,13,12.26,3,2.83,0.691875806028703,0.981580144961357
106,1309,15,14.15,8,7.55,0.538022601623362,0.710276558963512
106,1309,14,13.21,8,7.55,0.66285695447095,0.834417089125552
106,1309,13,12.26,5,4.72,0.469506954231071,0.426201956920299
106,1309,14,13.21,7,6.6,0.717621566852129,0.283768049703781
106,1309,14,13.21,5,4.72,0.404253980037422,0.531889519968775
106,1309,19,17.92,1,0.94,0.440706034945942,0.68438050515737
106,1309,16,15.09,13,12.26,0.84190870305743,0.98653177391802
106,1309,12,11.32,10,9.43,0.306569974259622,0.411585615022778
106,1309,16,15.09,7,6.6,0.263847935385636,0.498732901358667
106,1309,13,12.26,2,1.89,0.861134824009208,0.875624395213068
106,1309,12,11.32,10,9.43,0.518051691235966,0.0274646705087947
106,1309,14,13.21,15,14.15,0.0872289732159573,0.187921042828986
106,1309,20,18.87,9,8.49,0.529143144489613,0.904607557523799
106,1309,14,13.21,10,9.43,0.650705448569064,0.542659413872356
106,1309,8,7.55,4,3.77,0.980857463685145,0.989331175096567
106,1309,16,15.09,0,0,0.287098785242064,0.624008103897423
106,1309,18,16.98,9,8.49,0.484631744014609,0.0729006446043731
106,1309,14,13.21,8,7.55,0.667864360854673,0.876410230936829
106,1309,13,12.26,9,8.49,0.493186870939951,0.0686168464526505
106,1309,16,15.09,9,8.49,0.417911487637638,0.779142777321599
106,1309,11,10.38,6,5.66,0.764871489317643,0.935870667154732
106,1309,16,15.09,13,12.26,0.780171262793448,0.632854364828662
106,1309,15,14.15,8,7.55,0.547483801000711,0.74877742927513
106,1309,14,13.21,17,16.04,0.628244208915593,0.0637659405219585
106,1309,12,11.32,1,0.94,0.972798457401783,0.76975106030492
106,1309,15,14.15,13,12.26,0.212120781028849,0.0908649047586912
106,1309,13,12.26,9,8.49,0.0803521627978504,0.0317906199655671
106,1309,12,11.32,4,3.77,0.905545014663164,0.720246995529205
106,1309,12,11.32,7,6.6,0.986314450379729,0.752389475935324
106,1309,20,18.87,6,5.66,0.200730336145749,0.480453588726377
106,1309,17,16.04,11,10.38,0.355717823365847,0.165307354068462
106,1309,16,15.09,8,7.55,0.774802775383208,0.802583420257983
106,1309,20,18.87,15,14.15,0.501637888309802,0.714037753646525
106,1309,13,12.26,13,12.26,0.0792147534354603,0.000164148067525005
106,1309,14,13.21,3,2.83,0.848853941973452,0.433447627830941
106,1309,13,12.26,11,10.38,0.587600794616478,0.961072014611355
106,1309,13,12.26,8,7.55,0.584392860808956,0.00263652675020211
106,1309,15,14.15,2,1.89,0.89669934422599,0.583021490742405
106,1309,16,15.09,15,14.15,0.377621076541907,0.224941469784663
106,1309,11,10.38,5,4.72,0.161259663197426,0.989404058263288
106,1309,15,14.15,7,6.6,0.922953675667334,0.0586045549912186
106,1309,14,13.21,1,0.94,0.783438635902364,0.891303969766754
106,1309,20,18.87,1,0.94,0.696992975931523,0.576388197277463
106,1309,14,13.21,8,7.55,0.819005991922204,0.570531475838807
106,1309,19,17.92,9,8.49,0.449877100205583,0.660612554803928
106,1309,15,14.15,7,6.6,0.454645232681501,0.615313202330204
106,1309,14,13.21,13,12.26,0.991898548398322,0.75690210193131
106,1309,14,13.21,11,10.38,0.664915274252059,0.116202061128211
106,1309,10,9.43,5,4.72,0.957483649796153,0.0348141190781957
106,1309,16,15.09,9,8.49,0.147696718777323,0.204746894094203
106,1309,16,15.09,5,4.72,0.719865352554658,0.735084309517795
106,1309,15,14.15,11,10.38,0.406319233284612,0.120267120143289
106,1309,15,14.15,0,0,0.310604750399259,0.94206977601417
106,1309,13,12.26,2,1.89,0.700548471771361,0.864169997968956
106,1309,16,15.09,9,8.49,0.86742251748577,0.445547893938864
106,1309,16,15.09,2,1.89,0.232644211548121,0.324105673580775
106,1309,15,14.15,7,6.6,0.595631199335566,0.94565787792705
106,1309,15,14.15,0,0,0.00219723218252963,0.781897828410907
106,1309,15,14.15,14,13.21,0.393129710353925,0.327685573006832
106,1309,12,11.32,12,11.32,0.49916017118205,0.13587355255837
106,1309,17,16.04,11,10.38,0.346286729466891,0.863786277134854
106,1309,14,13.21,4,3.77,0.65796574084432,0.989196042291993
106,1309,22,20.75,14,13.21,0.131618797967682,0.623760448737031
106,1309,11,10.38,8,7.55,0.8301199781524,0.617318661290976
106,1309,17,16.04,7,6.6,0.41343011753477,0.119028826919233
106,1309,13,12.26,4,3.77,0.949512751464485,0.348316079804079
106,1309,21,19.81,13,12.26,0.271991646572902,0.794247188616308
106,1309,20,18.87,8,7.55,0.207192604724793,0.261084313898768
106,1309,13,12.26,14,13.21,0.778360991839755,0.035503287585578
106,1309,14,13.21,5,4.72,0.76040445579491,0.767062889842357
106,1309,14,13.21,8,7.55,0.350522881731855,0.367445621625855
106,1309,15,14.15,6,5.66,0.217826263028479,0.934831011737182
106,1309,12,11.32,10,9.43,0.83060522328689,0.153451106592108
106,1309,19,17.92,14,13.21,0.913262792672607,0.250152599924222
106,1309,17,16.04,17,16.04,0.336906680650666,0.327561302359288
106,1309,13,12.26,4,3.77,0.0735837954121629,0.318412226975719
106,1309,16,15.09,12,11.32,0.608329249585392,0.54646970057883
106,1309,17,16.04,18,16.98,0.395683745697215,0.876139603348929
106,1309,16,15.09,10,9.43,0.877353653612359,0.616499812845278
106,1309,19,17.92,3,2.83,0.0975381662907216,0.183383102681811
106,1309,19,17.92,9,8.49,0.231857440962757,0.925660705681214
106,1309,18,16.98,4,3.77,0.800662369213174,0.194802796570106
106,1309,11,10.38,2,1.89,0.89669934422599,0.905492864851268
106,1309,13,12.26,2,1.89,0.993307868141678,0.851887042137898
106,1309,18,16.98,7,6.6,0.204372800267284,0.725483628783566
106,1309,13,12.26,1,0.94,0.911472599773323,0.857525065584031
106,1309,17,16.04,8,7.55,0.544703103721478,0.101164333815524
106,1309,10,9.43,12,11.32,0.962019104099808,0.375201052670033
106,1309,13,12.26,6,5.66,0.363094306496773,0.20756319594256
106,1309,8,7.55,3,2.83,0.977238290334484,0.781897828410907
106,1309,13,12.26,8,7.55,0.792879802815505,0.372585387613534
106,1309,17,16.04,4,3.77,0.421446116250987,0.168448515404817
106,1309,18,16.98,13,12.26,0.672272992104714,0.096709485339225
106,1309,13,12.26,9,8.49,0.666391224627695,0.901210269188254
106,1309,14,13.21,6,5.66,0.148268389697508,0.562043462128336
106,1309,13,12.26,8,7.55,0.631755935014201,0.314003541480169
